39,70.062
78,174.169
117,287.076
156,389.329
195,494.089
234,603.978
273,730.563
312,859.659
39,70.519
78,174.188
117,287.666
156,389.697
195,494.095
234,603.957
273,730.567
312,859.647
39,70.378
78,174.733
117,287.659
156,389.824
195,493.913
234,603.794
273,730.552
312,859.665
