input,time,cpu,program
981632,15.597,A72,MD5
981760,15.767,A72,MD5
981888,14.597,A72,MD5
982016,15.554,A72,MD5
982144,15.652,A72,MD5
982272,14.656,A72,MD5
982400,15.598,A72,MD5
982528,15.685,A72,MD5
982656,14.622,A72,MD5
982784,15.585,A72,MD5
982912,15.705,A72,MD5
983040,15.833,A72,MD5
983168,15.672,A72,MD5
983296,14.779,A72,MD5
983424,15.592,A72,MD5
983552,15.782,A72,MD5
983680,14.784,A72,MD5
983808,15.623,A72,MD5
983936,15.771,A72,MD5
984064,14.64,A72,MD5
984192,15.552,A72,MD5
984320,15.762,A72,MD5
984448,14.725,A72,MD5
984576,15.611,A72,MD5
984704,15.793,A72,MD5
984832,14.826,A72,MD5
984960,15.616,A72,MD5
985088,15.728,A72,MD5
985216,14.686,A72,MD5
985344,15.603,A72,MD5
985472,15.723,A72,MD5
985600,14.684,A72,MD5
985728,15.572,A72,MD5
985856,15.795,A72,MD5
985984,14.714,A72,MD5
986112,15.673,A72,MD5
986240,15.737,A72,MD5
986368,14.724,A72,MD5
986496,15.673,A72,MD5
986624,15.755,A72,MD5
986752,14.674,A72,MD5
986880,15.65,A72,MD5
987008,15.776,A72,MD5
987136,15.936,A72,MD5
987264,15.789,A72,MD5
987392,14.706,A72,MD5
987520,15.643,A72,MD5
987648,15.81,A72,MD5
987776,14.698,A72,MD5
987904,15.952,A72,MD5
988032,15.795,A72,MD5
988160,14.754,A72,MD5
988288,15.639,A72,MD5
988416,15.849,A72,MD5
988544,14.809,A72,MD5
988672,15.813,A72,MD5
988800,15.843,A72,MD5
988928,14.813,A72,MD5
989056,15.745,A72,MD5
989184,15.808,A72,MD5
989312,14.741,A72,MD5
989440,15.7,A72,MD5
989568,15.842,A72,MD5
989696,14.799,A72,MD5
989824,15.701,A72,MD5
989952,15.839,A72,MD5
990080,14.927,A72,MD5
990208,15.674,A72,MD5
990336,15.781,A72,MD5
990464,14.761,A72,MD5
990592,15.695,A72,MD5
990720,15.934,A72,MD5
990848,14.79,A72,MD5
990976,15.787,A72,MD5
991104,15.927,A72,MD5
991232,15.88,A72,MD5
991360,15.954,A72,MD5
991488,14.903,A72,MD5
991616,15.753,A72,MD5
991744,15.806,A72,MD5
991872,14.742,A72,MD5
992000,15.663,A72,MD5
992128,16.006,A72,MD5
992256,14.904,A72,MD5
992384,15.78,A72,MD5
992512,15.905,A72,MD5
992640,14.766,A72,MD5
992768,15.759,A72,MD5
992896,15.843,A72,MD5
993024,14.973,A72,MD5
993152,15.927,A72,MD5
993280,15.866,A72,MD5
993408,14.831,A72,MD5
993536,15.832,A72,MD5
993664,15.841,A72,MD5
993792,14.838,A72,MD5
993920,15.779,A72,MD5
994048,15.876,A72,MD5
994176,14.913,A72,MD5
994304,15.838,A72,MD5
994432,15.974,A72,MD5
994560,14.991,A72,MD5
994688,15.783,A72,MD5
994816,16.027,A72,MD5
994944,14.835,A72,MD5
995072,15.779,A72,MD5
995200,16.088,A72,MD5
995328,16.069,A72,MD5
995456,16.133,A72,MD5
995584,14.954,A72,MD5
995712,15.845,A72,MD5
995840,15.979,A72,MD5
995968,14.855,A72,MD5
996096,15.811,A72,MD5
996224,16.025,A72,MD5
996352,14.815,A72,MD5
996480,15.788,A72,MD5
996608,16.008,A72,MD5
996736,14.912,A72,MD5
996864,15.798,A72,MD5
996992,15.953,A72,MD5
997120,14.901,A72,MD5
997248,15.795,A72,MD5
997376,15.966,A72,MD5
997504,14.874,A72,MD5
997632,15.799,A72,MD5
997760,15.964,A72,MD5
997888,14.94,A72,MD5
998016,15.801,A72,MD5
998144,15.976,A72,MD5
998272,14.952,A72,MD5
998400,15.84,A72,MD5
998528,15.934,A72,MD5
998656,14.974,A72,MD5
998784,15.851,A72,MD5
998912,15.954,A72,MD5
999040,14.869,A72,MD5
999168,15.911,A72,MD5
999296,15.95,A72,MD5
999424,16.086,A72,MD5
999552,15.946,A72,MD5
999680,14.894,A72,MD5
999808,15.883,A72,MD5
999936,15.973,A72,MD5
1000064,14.885,A72,MD5
1000192,15.9,A72,MD5
1000320,15.996,A72,MD5
1000448,14.978,A72,MD5
1000576,15.839,A72,MD5
1000704,16.043,A72,MD5
1000832,15.007,A72,MD5
1000960,15.851,A72,MD5
1001088,16.07,A72,MD5
1001216,15.02,A72,MD5
1001344,15.906,A72,MD5
1001472,16.055,A72,MD5
1001600,14.988,A72,MD5
1001728,15.822,A72,MD5
1001856,16.063,A72,MD5
1001984,14.98,A72,MD5
1002112,15.874,A72,MD5
1002240,16.075,A72,MD5
1002368,15.025,A72,MD5
1002496,15.947,A72,MD5
1002624,16.021,A72,MD5
1002752,14.979,A72,MD5
1002880,15.915,A72,MD5
1003008,16.119,A72,MD5
1003136,15.013,A72,MD5
1003264,15.984,A72,MD5
1003392,16.086,A72,MD5
1003520,16.098,A72,MD5
1003648,16.101,A72,MD5
1003776,14.965,A72,MD5
1003904,15.93,A72,MD5
1004032,16.114,A72,MD5
1004160,14.958,A72,MD5
1004288,15.945,A72,MD5
1004416,16.074,A72,MD5
1004544,14.99,A72,MD5
1004672,15.904,A72,MD5
1004800,16.12,A72,MD5
1004928,15.006,A72,MD5
1005056,15.959,A72,MD5
1005184,16.075,A72,MD5
1005312,14.979,A72,MD5
1005440,15.948,A72,MD5
1005568,16.106,A72,MD5
1005696,15.023,A72,MD5
1005824,16.235,A72,MD5
1005952,16.059,A72,MD5
1006080,15.001,A72,MD5
1006208,15.943,A72,MD5
1006336,16.104,A72,MD5
1006464,15.015,A72,MD5
1006592,15.959,A72,MD5
1006720,16.125,A72,MD5
1006848,15.048,A72,MD5
1006976,15.97,A72,MD5
1007104,16.134,A72,MD5
1007232,14.995,A72,MD5
1007360,16.053,A72,MD5
1007488,16.123,A72,MD5
1007616,16.205,A72,MD5
1007744,16.21,A72,MD5
1007872,15.068,A72,MD5
1008000,16,A72,MD5
1008128,16.068,A72,MD5
1008256,15.009,A72,MD5
1008384,16.111,A72,MD5
1008512,16.021,A72,MD5
1008640,15.071,A72,MD5
1008768,16.014,A72,MD5
1008896,16.17,A72,MD5
1009024,15.025,A72,MD5
1009152,16.015,A72,MD5
1009280,16.196,A72,MD5
1009408,15.077,A72,MD5
1009536,16.056,A72,MD5
1009664,16.234,A72,MD5
1009792,15.108,A72,MD5
1009920,15.955,A72,MD5
1010048,16.138,A72,MD5
1010176,15.088,A72,MD5
1010304,16.003,A72,MD5
1010432,16.19,A72,MD5
1010560,15.091,A72,MD5
1010688,15.994,A72,MD5
1010816,16.125,A72,MD5
1010944,15.071,A72,MD5
1011072,16.058,A72,MD5
1011200,16.182,A72,MD5
1011328,15.09,A72,MD5
1011456,16.104,A72,MD5
1011584,16.197,A72,MD5
1011712,16.272,A72,MD5
1011840,16.162,A72,MD5
1011968,15.132,A72,MD5
1012096,16.045,A72,MD5
1012224,16.242,A72,MD5
1012352,15.169,A72,MD5
1012480,16.074,A72,MD5
1012608,16.242,A72,MD5
1012736,15.136,A72,MD5
1012864,16.029,A72,MD5
1012992,16.265,A72,MD5
1013120,15.092,A72,MD5
1013248,16.071,A72,MD5
1013376,16.246,A72,MD5
1013504,15.093,A72,MD5
1013632,16.094,A72,MD5
1013760,16.208,A72,MD5
1013888,15.076,A72,MD5
1014016,16.024,A72,MD5
1014144,16.221,A72,MD5
1014272,15.093,A72,MD5
1014400,16.101,A72,MD5
1014528,16.243,A72,MD5
1014656,15.122,A72,MD5
1014784,16.114,A72,MD5
1014912,16.246,A72,MD5
1015040,15.228,A72,MD5
1015168,16.07,A72,MD5
1015296,16.236,A72,MD5
1015424,15.178,A72,MD5
1015552,16.106,A72,MD5
1015680,16.271,A72,MD5
1015808,16.343,A72,MD5
1015936,16.201,A72,MD5
1016064,15.159,A72,MD5
1016192,16.099,A72,MD5
1016320,16.246,A72,MD5
1016448,15.132,A72,MD5
1016576,16.205,A72,MD5
1016704,16.307,A72,MD5
1016832,15.183,A72,MD5
1016960,16.138,A72,MD5
1017088,16.463,A72,MD5
1017216,15.208,A72,MD5
1017344,16.098,A72,MD5
1017472,16.331,A72,MD5
1017600,15.177,A72,MD5
1017728,16.133,A72,MD5
1017856,16.308,A72,MD5
1017984,15.185,A72,MD5
1018112,16.122,A72,MD5
1018240,16.25,A72,MD5
1018368,15.157,A72,MD5
1018496,16.142,A72,MD5
1018624,16.318,A72,MD5
1018752,15.249,A72,MD5
1018880,16.136,A72,MD5
1019008,16.265,A72,MD5
1019136,15.163,A72,MD5
1019264,16.175,A72,MD5
1019392,16.334,A72,MD5
1019520,15.158,A72,MD5
1019648,16.179,A72,MD5
1019776,16.336,A72,MD5
1019904,16.419,A72,MD5
1020032,16.275,A72,MD5
1020160,15.23,A72,MD5
1020288,16.227,A72,MD5
1020416,16.409,A72,MD5
1020544,15.214,A72,MD5
1020672,16.185,A72,MD5
1020800,16.331,A72,MD5
1020928,15.229,A72,MD5
1021056,16.215,A72,MD5
1021184,16.356,A72,MD5
1021312,15.237,A72,MD5
1021440,16.197,A72,MD5
1021568,16.434,A72,MD5
1021696,15.321,A72,MD5
1021824,16.168,A72,MD5
1021952,16.321,A72,MD5
1022080,15.255,A72,MD5
1022208,16.281,A72,MD5
1022336,16.311,A72,MD5
1022464,15.326,A72,MD5
1022592,16.198,A72,MD5
1022720,16.39,A72,MD5
1022848,15.323,A72,MD5
1022976,16.193,A72,MD5
1023104,16.363,A72,MD5
1023232,15.223,A72,MD5
1023360,16.296,A72,MD5
1023488,16.358,A72,MD5
1023616,15.374,A72,MD5
1023744,16.199,A72,MD5
1023872,16.377,A72,MD5
1024000,16.514,A72,MD5
1024128,16.36,A72,MD5
1024256,15.3,A72,MD5
1024384,16.197,A72,MD5
1024512,16.374,A72,MD5
1024640,15.306,A72,MD5
1024768,16.312,A72,MD5
1024896,16.512,A72,MD5
1025024,15.301,A72,MD5
1025152,16.247,A72,MD5
1025280,16.534,A72,MD5
1025408,15.324,A72,MD5
1025536,16.283,A72,MD5
1025664,16.464,A72,MD5
1025792,15.317,A72,MD5
1025920,16.258,A72,MD5
1026048,16.506,A72,MD5
1026176,15.317,A72,MD5
1026304,16.286,A72,MD5
1026432,16.434,A72,MD5
1026560,15.304,A72,MD5
1026688,16.297,A72,MD5
1026816,16.441,A72,MD5
1026944,15.249,A72,MD5
1027072,16.28,A72,MD5
1027200,16.427,A72,MD5
1027328,15.396,A72,MD5
1027456,16.274,A72,MD5
1027584,16.456,A72,MD5
1027712,15.321,A72,MD5
1027840,16.392,A72,MD5
1027968,16.53,A72,MD5
1028096,16.479,A72,MD5
1028224,16.403,A72,MD5
1028352,15.462,A72,MD5
1028480,16.391,A72,MD5
1028608,16.453,A72,MD5
1028736,15.326,A72,MD5
1028864,16.34,A72,MD5
1028992,16.463,A72,MD5
1029120,15.447,A72,MD5
1029248,16.307,A72,MD5
1029376,16.487,A72,MD5
1029504,15.362,A72,MD5
1029632,16.341,A72,MD5
1029760,16.5,A72,MD5
1029888,15.33,A72,MD5
1030016,16.367,A72,MD5
1030144,16.506,A72,MD5
1030272,15.321,A72,MD5
1030400,16.319,A72,MD5
1030528,16.451,A72,MD5
1030656,15.387,A72,MD5
1030784,16.327,A72,MD5
1030912,16.486,A72,MD5
1031040,15.451,A72,MD5
1031168,16.323,A72,MD5
1031296,16.454,A72,MD5
1031424,15.398,A72,MD5
1031552,16.427,A72,MD5
1031680,16.492,A72,MD5
1031808,15.381,A72,MD5
1031936,16.345,A72,MD5
1032064,16.451,A72,MD5
1032192,16.611,A72,MD5
1032320,16.48,A72,MD5
1032448,15.409,A72,MD5
1032576,16.422,A72,MD5
1032704,16.506,A72,MD5
1032832,15.392,A72,MD5
1032960,16.379,A72,MD5
1033088,16.579,A72,MD5
1033216,15.524,A72,MD5
1033344,16.376,A72,MD5
1033472,16.627,A72,MD5
1033600,15.431,A72,MD5
1033728,16.333,A72,MD5
1033856,16.57,A72,MD5
1033984,15.437,A72,MD5
1034112,16.428,A72,MD5
1034240,16.619,A72,MD5
1034368,15.457,A72,MD5
1034496,16.347,A72,MD5
1034624,16.502,A72,MD5
1034752,15.498,A72,MD5
1034880,16.358,A72,MD5
1035008,16.638,A72,MD5
1035136,15.512,A72,MD5
1035264,16.432,A72,MD5
1035392,16.55,A72,MD5
1035520,15.481,A72,MD5
1035648,16.452,A72,MD5
1035776,16.67,A72,MD5
1035904,15.427,A72,MD5
1036032,16.458,A72,MD5
1036160,16.583,A72,MD5
1036288,16.652,A72,MD5
1036416,16.55,A72,MD5
1036544,15.461,A72,MD5
1036672,16.437,A72,MD5
1036800,16.558,A72,MD5
1036928,15.43,A72,MD5
1037056,16.517,A72,MD5
1037184,16.586,A72,MD5
1037312,15.49,A72,MD5
1037440,16.472,A72,MD5
1037568,16.574,A72,MD5
1037696,15.496,A72,MD5
1037824,16.426,A72,MD5
1037952,16.663,A72,MD5
1038080,15.558,A72,MD5
1038208,16.46,A72,MD5
1038336,16.634,A72,MD5
1038464,15.515,A72,MD5
1038592,16.449,A72,MD5
1038720,16.642,A72,MD5
1038848,15.538,A72,MD5
1038976,16.427,A72,MD5
1039104,16.634,A72,MD5
1039232,15.501,A72,MD5
1039360,16.446,A72,MD5
1039488,16.634,A72,MD5
1039616,15.547,A72,MD5
1039744,16.498,A72,MD5
1039872,16.651,A72,MD5
1040000,15.488,A72,MD5
1040128,16.52,A72,MD5
1040256,16.591,A72,MD5
1040384,16.798,A72,MD5
1040512,16.57,A72,MD5
1040640,15.583,A72,MD5
1040768,16.522,A72,MD5
1040896,16.67,A72,MD5
1041024,15.556,A72,MD5
1041152,16.573,A72,MD5
1041280,16.673,A72,MD5
1041408,15.561,A72,MD5
1041536,16.494,A72,MD5
1041664,16.681,A72,MD5
1041792,15.518,A72,MD5
1041920,16.56,A72,MD5
1042048,16.665,A72,MD5
1042176,15.542,A72,MD5
1042304,16.546,A72,MD5
1042432,16.775,A72,MD5
1042560,15.577,A72,MD5
1042688,16.518,A72,MD5
1042816,16.733,A72,MD5
1042944,15.554,A72,MD5
1043072,16.551,A72,MD5
1043200,16.684,A72,MD5
1043328,15.598,A72,MD5
1043456,16.57,A72,MD5
1043584,16.622,A72,MD5
1043712,15.689,A72,MD5
1043840,16.634,A72,MD5
1043968,16.718,A72,MD5
1044096,15.542,A72,MD5
1044224,16.579,A72,MD5
1044352,16.726,A72,MD5
1044480,16.816,A72,MD5
1044608,16.709,A72,MD5
1044736,15.741,A72,MD5
1044864,16.551,A72,MD5
1044992,16.765,A72,MD5
1045120,15.555,A72,MD5
1045248,16.592,A72,MD5
1045376,16.732,A72,MD5
1045504,15.588,A72,MD5
1045632,16.525,A72,MD5
1045760,16.749,A72,MD5
1045888,15.596,A72,MD5
1046016,16.578,A72,MD5
1046144,16.791,A72,MD5
1046272,15.675,A72,MD5
1046400,16.574,A72,MD5
1046528,16.711,A72,MD5
1046656,15.606,A72,MD5
1046784,16.578,A72,MD5
1046912,16.722,A72,MD5
1047040,15.657,A72,MD5
1047168,16.614,A72,MD5
1047296,16.835,A72,MD5
1047424,15.644,A72,MD5
1047552,16.52,A72,MD5
1047680,16.726,A72,MD5
1047808,15.61,A72,MD5
1047936,16.77,A72,MD5
1048064,16.755,A72,MD5
1048192,15.625,A72,MD5
1048320,16.663,A72,MD5
1048448,16.75,A72,MD5
128,0.037,A72,SHA256
256,0.036,A72,SHA256
384,0.05,A72,SHA256
512,0.065,A72,SHA256
640,0.078,A72,SHA256
768,0.093,A72,SHA256
896,0.106,A72,SHA256
1024,0.171,A72,SHA256
1152,0.136,A72,SHA256
1280,0.148,A72,SHA256
1408,0.163,A72,SHA256
1536,0.177,A72,SHA256
1664,0.19,A72,SHA256
1792,0.204,A72,SHA256
1920,0.219,A72,SHA256
2048,0.233,A72,SHA256
2176,0.247,A72,SHA256
2304,0.26,A72,SHA256
2432,0.275,A72,SHA256
2560,0.289,A72,SHA256
2688,0.303,A72,SHA256
2816,0.317,A72,SHA256
2944,0.336,A72,SHA256
3072,0.345,A72,SHA256
3200,0.359,A72,SHA256
3328,0.373,A72,SHA256
3456,0.387,A72,SHA256
3584,0.4,A72,SHA256
3712,0.415,A72,SHA256
3840,0.43,A72,SHA256
3968,0.444,A72,SHA256
4096,0.458,A72,SHA256
4224,0.475,A72,SHA256
4352,0.486,A72,SHA256
4480,0.5,A72,SHA256
4608,0.514,A72,SHA256
4736,0.528,A72,SHA256
4864,0.542,A72,SHA256
4992,0.558,A72,SHA256
5120,0.574,A72,SHA256
5248,0.585,A72,SHA256
5376,0.599,A72,SHA256
5504,0.613,A72,SHA256
5632,0.626,A72,SHA256
5760,0.641,A72,SHA256
5888,0.658,A72,SHA256
6016,0.668,A72,SHA256
6144,0.682,A72,SHA256
6272,0.698,A72,SHA256
6400,0.712,A72,SHA256
6528,0.728,A72,SHA256
6656,0.739,A72,SHA256
6784,0.752,A72,SHA256
6912,0.767,A72,SHA256
7040,0.781,A72,SHA256
7168,0.797,A72,SHA256
7296,0.809,A72,SHA256
7424,0.824,A72,SHA256
7552,0.838,A72,SHA256
7680,0.855,A72,SHA256
7808,0.865,A72,SHA256
7936,0.88,A72,SHA256
8064,0.894,A72,SHA256
8192,0.908,A72,SHA256
8320,0.924,A72,SHA256
8448,0.936,A72,SHA256
8576,0.95,A72,SHA256
8704,0.963,A72,SHA256
8832,0.981,A72,SHA256
8960,0.993,A72,SHA256
9088,1.007,A72,SHA256
9216,1.021,A72,SHA256
9344,1.033,A72,SHA256
9472,1.046,A72,SHA256
9600,1.063,A72,SHA256
9728,1.081,A72,SHA256
9856,1.09,A72,SHA256
9984,1.104,A72,SHA256
10112,1.123,A72,SHA256
10240,1.134,A72,SHA256
10368,1.148,A72,SHA256
10496,1.163,A72,SHA256
10624,1.176,A72,SHA256
10752,1.188,A72,SHA256
10880,1.204,A72,SHA256
11008,1.217,A72,SHA256
11136,1.231,A72,SHA256
11264,1.242,A72,SHA256
11392,1.264,A72,SHA256
11520,1.273,A72,SHA256
11648,1.292,A72,SHA256
11776,1.301,A72,SHA256
11904,1.314,A72,SHA256
12032,1.334,A72,SHA256
12160,1.344,A72,SHA256
12288,1.355,A72,SHA256
12416,1.375,A72,SHA256
12544,1.386,A72,SHA256
12672,1.399,A72,SHA256
12800,1.416,A72,SHA256
12928,1.429,A72,SHA256
13056,1.443,A72,SHA256
13184,1.456,A72,SHA256
13312,1.468,A72,SHA256
13440,1.487,A72,SHA256
13568,1.499,A72,SHA256
13696,1.513,A72,SHA256
13824,1.526,A72,SHA256
13952,1.537,A72,SHA256
14080,1.556,A72,SHA256
14208,1.569,A72,SHA256
14336,1.584,A72,SHA256
14464,1.6,A72,SHA256
14592,1.622,A72,SHA256
14720,1.625,A72,SHA256
14848,1.636,A72,SHA256
14976,1.655,A72,SHA256
15104,1.668,A72,SHA256
15232,1.683,A72,SHA256
15360,1.695,A72,SHA256
15488,1.709,A72,SHA256
15616,1.723,A72,SHA256
15744,1.735,A72,SHA256
15872,1.751,A72,SHA256
16000,1.767,A72,SHA256
16128,1.778,A72,SHA256
16256,1.794,A72,SHA256
16384,1.806,A72,SHA256
16512,1.819,A72,SHA256
16640,1.836,A72,SHA256
16768,1.85,A72,SHA256
16896,1.86,A72,SHA256
17024,1.878,A72,SHA256
17152,1.89,A72,SHA256
17280,1.911,A72,SHA256
17408,1.92,A72,SHA256
17536,1.936,A72,SHA256
17664,1.948,A72,SHA256
17792,1.964,A72,SHA256
17920,1.978,A72,SHA256
18048,1.993,A72,SHA256
18176,2.004,A72,SHA256
18304,2.016,A72,SHA256
18432,2.033,A72,SHA256
18560,2.048,A72,SHA256
18688,2.059,A72,SHA256
18816,2.076,A72,SHA256
18944,2.09,A72,SHA256
19072,2.101,A72,SHA256
19200,2.115,A72,SHA256
19328,2.131,A72,SHA256
19456,2.145,A72,SHA256
19584,2.161,A72,SHA256
19712,2.174,A72,SHA256
19840,2.193,A72,SHA256
19968,2.201,A72,SHA256
20096,2.216,A72,SHA256
20224,2.229,A72,SHA256
20352,2.247,A72,SHA256
20480,2.261,A72,SHA256
20608,2.272,A72,SHA256
20736,2.293,A72,SHA256
20864,2.301,A72,SHA256
20992,2.314,A72,SHA256
21120,2.332,A72,SHA256
21248,2.341,A72,SHA256
21376,2.359,A72,SHA256
21504,2.374,A72,SHA256
21632,2.382,A72,SHA256
21760,2.399,A72,SHA256
21888,2.417,A72,SHA256
22016,2.425,A72,SHA256
22144,2.438,A72,SHA256
22272,2.455,A72,SHA256
22400,2.466,A72,SHA256
22528,2.484,A72,SHA256
22656,2.504,A72,SHA256
22784,2.511,A72,SHA256
22912,2.546,A72,SHA256
23040,2.596,A72,SHA256
23168,2.581,A72,SHA256
23296,2.568,A72,SHA256
23424,2.583,A72,SHA256
23552,2.598,A72,SHA256
23680,2.611,A72,SHA256
23808,2.622,A72,SHA256
23936,2.639,A72,SHA256
24064,2.656,A72,SHA256
24192,2.664,A72,SHA256
24320,2.677,A72,SHA256
24448,2.695,A72,SHA256
24576,2.712,A72,SHA256
24704,2.723,A72,SHA256
24832,2.737,A72,SHA256
24960,2.753,A72,SHA256
25088,2.765,A72,SHA256
25216,2.775,A72,SHA256
25344,2.795,A72,SHA256
25472,2.815,A72,SHA256
25600,2.821,A72,SHA256
25728,2.831,A72,SHA256
25856,2.854,A72,SHA256
25984,2.865,A72,SHA256
26112,2.88,A72,SHA256
26240,2.89,A72,SHA256
26368,2.905,A72,SHA256
26496,2.922,A72,SHA256
26624,2.936,A72,SHA256
26752,2.953,A72,SHA256
26880,2.96,A72,SHA256
27008,2.977,A72,SHA256
27136,3.008,A72,SHA256
27264,3.004,A72,SHA256
27392,3.02,A72,SHA256
27520,3.03,A72,SHA256
27648,3.044,A72,SHA256
27776,3.06,A72,SHA256
27904,3.074,A72,SHA256
28032,3.089,A72,SHA256
28160,3.104,A72,SHA256
28288,3.115,A72,SHA256
28416,3.129,A72,SHA256
28544,3.141,A72,SHA256
28672,3.159,A72,SHA256
28800,3.174,A72,SHA256
28928,3.189,A72,SHA256
29056,3.198,A72,SHA256
29184,3.211,A72,SHA256
29312,3.228,A72,SHA256
29440,3.269,A72,SHA256
29568,3.265,A72,SHA256
29696,3.269,A72,SHA256
29824,3.286,A72,SHA256
29952,3.302,A72,SHA256
30080,3.318,A72,SHA256
30208,3.326,A72,SHA256
30336,3.341,A72,SHA256
30464,3.355,A72,SHA256
30592,3.368,A72,SHA256
30720,3.384,A72,SHA256
30848,3.4,A72,SHA256
30976,3.411,A72,SHA256
31104,3.425,A72,SHA256
31232,3.44,A72,SHA256
31360,3.456,A72,SHA256
31488,3.468,A72,SHA256
31616,3.483,A72,SHA256
31744,3.496,A72,SHA256
31872,3.504,A72,SHA256
32000,3.52,A72,SHA256
32128,3.536,A72,SHA256
32256,3.549,A72,SHA256
32384,3.565,A72,SHA256
32512,3.579,A72,SHA256
32640,3.596,A72,SHA256
32768,3.607,A72,SHA256
32896,3.62,A72,SHA256
33024,3.643,A72,SHA256
33152,3.65,A72,SHA256
33280,3.665,A72,SHA256
33408,3.673,A72,SHA256
33536,3.693,A72,SHA256
33664,3.707,A72,SHA256
33792,3.72,A72,SHA256
33920,3.736,A72,SHA256
34048,3.751,A72,SHA256
34176,3.763,A72,SHA256
34304,3.778,A72,SHA256
34432,3.788,A72,SHA256
34560,3.802,A72,SHA256
34688,3.817,A72,SHA256
34816,3.832,A72,SHA256
34944,3.847,A72,SHA256
35072,3.856,A72,SHA256
35200,3.87,A72,SHA256
35328,3.883,A72,SHA256
35456,3.903,A72,SHA256
35584,3.913,A72,SHA256
35712,3.927,A72,SHA256
35840,3.945,A72,SHA256
35968,3.958,A72,SHA256
36096,3.982,A72,SHA256
36224,3.99,A72,SHA256
36352,4.003,A72,SHA256
36480,4.015,A72,SHA256
36608,4.03,A72,SHA256
36736,4.045,A72,SHA256
36864,4.06,A72,SHA256
36992,4.072,A72,SHA256
37120,4.082,A72,SHA256
37248,4.106,A72,SHA256
37376,4.117,A72,SHA256
37504,4.154,A72,SHA256
37632,4.142,A72,SHA256
37760,4.156,A72,SHA256
37888,4.175,A72,SHA256
38016,4.183,A72,SHA256
38144,4.195,A72,SHA256
38272,4.215,A72,SHA256
38400,4.228,A72,SHA256
38528,4.242,A72,SHA256
38656,4.257,A72,SHA256
38784,4.267,A72,SHA256
38912,4.281,A72,SHA256
39040,4.299,A72,SHA256
39168,4.312,A72,SHA256
39296,4.327,A72,SHA256
39424,4.338,A72,SHA256
39552,4.352,A72,SHA256
39680,4.363,A72,SHA256
39808,4.377,A72,SHA256
39936,4.397,A72,SHA256
40064,4.41,A72,SHA256
40192,4.424,A72,SHA256
40320,4.437,A72,SHA256
40448,4.449,A72,SHA256
40576,4.468,A72,SHA256
40704,4.481,A72,SHA256
40832,4.491,A72,SHA256
40960,4.532,A72,SHA256
41088,4.517,A72,SHA256
41216,4.537,A72,SHA256
41344,4.548,A72,SHA256
41472,4.592,A72,SHA256
41600,4.595,A72,SHA256
41728,4.595,A72,SHA256
41856,4.615,A72,SHA256
41984,4.648,A72,SHA256
42112,4.634,A72,SHA256
42240,4.677,A72,SHA256
42368,4.662,A72,SHA256
42496,4.674,A72,SHA256
42624,4.687,A72,SHA256
42752,4.733,A72,SHA256
42880,4.716,A72,SHA256
43008,4.728,A72,SHA256
43136,4.744,A72,SHA256
43264,4.761,A72,SHA256
43392,4.772,A72,SHA256
43520,4.785,A72,SHA256
43648,4.809,A72,SHA256
43776,4.818,A72,SHA256
43904,4.829,A72,SHA256
44032,4.84,A72,SHA256
44160,4.865,A72,SHA256
44288,4.87,A72,SHA256
44416,4.913,A72,SHA256
44544,4.906,A72,SHA256
44672,4.913,A72,SHA256
44800,4.932,A72,SHA256
44928,4.941,A72,SHA256
45056,4.954,A72,SHA256
45184,4.969,A72,SHA256
45312,4.983,A72,SHA256
45440,4.997,A72,SHA256
45568,5.011,A72,SHA256
45696,5.029,A72,SHA256
45824,5.035,A72,SHA256
45952,5.052,A72,SHA256
46080,5.069,A72,SHA256
46208,5.082,A72,SHA256
46336,5.097,A72,SHA256
46464,5.107,A72,SHA256
46592,5.126,A72,SHA256
46720,5.14,A72,SHA256
46848,5.153,A72,SHA256
46976,5.164,A72,SHA256
47104,5.183,A72,SHA256
47232,5.215,A72,SHA256
47360,5.212,A72,SHA256
47488,5.221,A72,SHA256
47616,5.234,A72,SHA256
47744,5.254,A72,SHA256
47872,5.265,A72,SHA256
48000,5.279,A72,SHA256
48128,5.314,A72,SHA256
48256,5.311,A72,SHA256
48384,5.323,A72,SHA256
48512,5.331,A72,SHA256
48640,5.35,A72,SHA256
48768,5.363,A72,SHA256
48896,5.38,A72,SHA256
49024,5.388,A72,SHA256
49152,5.405,A72,SHA256
49280,5.416,A72,SHA256
49408,5.434,A72,SHA256
49536,5.448,A72,SHA256
49664,5.459,A72,SHA256
49792,5.476,A72,SHA256
49920,5.486,A72,SHA256
50048,5.503,A72,SHA256
50176,5.515,A72,SHA256
50304,5.53,A72,SHA256
50432,5.543,A72,SHA256
50560,5.558,A72,SHA256
50688,5.572,A72,SHA256
50816,5.586,A72,SHA256
50944,5.6,A72,SHA256
51072,5.621,A72,SHA256
51200,5.626,A72,SHA256
51328,5.643,A72,SHA256
51456,5.654,A72,SHA256
51584,5.671,A72,SHA256
51712,5.682,A72,SHA256
51840,5.698,A72,SHA256
51968,5.709,A72,SHA256
52096,5.726,A72,SHA256
52224,5.743,A72,SHA256
52352,5.756,A72,SHA256
52480,5.772,A72,SHA256
52608,5.803,A72,SHA256
52736,5.797,A72,SHA256
52864,5.81,A72,SHA256
52992,5.825,A72,SHA256
53120,5.837,A72,SHA256
53248,5.856,A72,SHA256
53376,5.87,A72,SHA256
53504,5.881,A72,SHA256
53632,5.9,A72,SHA256
