input,time,cpu,program
223360,3.311,A72,MD5
223488,3.542,A72,MD5
223616,3.52,A72,MD5
223744,3.31,A72,MD5
223872,3.562,A72,MD5
224000,3.523,A72,MD5
224128,3.327,A72,MD5
224256,3.556,A72,MD5
224384,3.538,A72,MD5
224512,3.335,A72,MD5
224640,3.583,A72,MD5
224768,3.546,A72,MD5
224896,3.34,A72,MD5
225024,3.592,A72,MD5
225152,3.55,A72,MD5
225280,3.669,A72,MD5
225408,3.661,A72,MD5
225536,3.345,A72,MD5
225664,3.595,A72,MD5
225792,3.558,A72,MD5
225920,3.365,A72,MD5
226048,3.604,A72,MD5
226176,3.561,A72,MD5
226304,3.353,A72,MD5
226432,3.599,A72,MD5
226560,3.567,A72,MD5
226688,3.355,A72,MD5
226816,3.616,A72,MD5
226944,3.573,A72,MD5
227072,3.369,A72,MD5
227200,3.612,A72,MD5
227328,3.558,A72,MD5
227456,3.377,A72,MD5
227584,3.574,A72,MD5
227712,3.584,A72,MD5
227840,3.379,A72,MD5
227968,3.637,A72,MD5
228096,3.586,A72,MD5
228224,3.382,A72,MD5
228352,3.609,A72,MD5
228480,3.582,A72,MD5
228608,3.383,A72,MD5
228736,3.625,A72,MD5
228864,3.596,A72,MD5
228992,3.4,A72,MD5
229120,3.612,A72,MD5
229248,3.604,A72,MD5
229376,3.753,A72,MD5
229504,3.712,A72,MD5
229632,3.407,A72,MD5
229760,3.631,A72,MD5
229888,3.617,A72,MD5
230016,3.403,A72,MD5
230144,3.669,A72,MD5
230272,3.621,A72,MD5
230400,3.431,A72,MD5
230528,3.651,A72,MD5
230656,3.632,A72,MD5
230784,3.443,A72,MD5
230912,3.67,A72,MD5
231040,3.632,A72,MD5
231168,3.423,A72,MD5
231296,3.669,A72,MD5
231424,3.636,A72,MD5
231552,3.434,A72,MD5
231680,3.663,A72,MD5
231808,3.677,A72,MD5
231936,3.448,A72,MD5
232064,3.67,A72,MD5
232192,3.652,A72,MD5
232320,3.434,A72,MD5
232448,3.709,A72,MD5
232576,3.65,A72,MD5
232704,3.454,A72,MD5
232832,3.692,A72,MD5
232960,3.639,A72,MD5
233088,3.468,A72,MD5
233216,3.706,A72,MD5
233344,3.643,A72,MD5
233472,3.768,A72,MD5
233600,3.755,A72,MD5
233728,3.466,A72,MD5
233856,3.694,A72,MD5
233984,3.691,A72,MD5
234112,3.48,A72,MD5
234240,3.749,A72,MD5
234368,3.72,A72,MD5
234496,3.476,A72,MD5
234624,3.709,A72,MD5
234752,3.693,A72,MD5
234880,3.483,A72,MD5
235008,3.746,A72,MD5
235136,3.689,A72,MD5
235264,3.507,A72,MD5
235392,3.814,A72,MD5
235520,3.704,A72,MD5
235648,3.499,A72,MD5
235776,3.761,A72,MD5
235904,3.705,A72,MD5
236032,3.49,A72,MD5
236160,3.733,A72,MD5
236288,3.686,A72,MD5
236416,3.502,A72,MD5
236544,3.751,A72,MD5
236672,3.719,A72,MD5
236800,3.536,A72,MD5
236928,3.772,A72,MD5
237056,3.724,A72,MD5
237184,3.519,A72,MD5
237312,3.832,A72,MD5
237440,3.808,A72,MD5
237568,3.851,A72,MD5
237696,3.855,A72,MD5
237824,3.559,A72,MD5
237952,3.748,A72,MD5
238080,3.753,A72,MD5
238208,3.525,A72,MD5
238336,3.76,A72,MD5
238464,3.749,A72,MD5
238592,3.54,A72,MD5
238720,3.786,A72,MD5
238848,3.757,A72,MD5
238976,3.54,A72,MD5
239104,3.747,A72,MD5
239232,3.744,A72,MD5
239360,3.538,A72,MD5
239488,3.79,A72,MD5
239616,3.747,A72,MD5
239744,3.546,A72,MD5
239872,3.79,A72,MD5
240000,3.743,A72,MD5
240128,3.56,A72,MD5
240256,3.778,A72,MD5
240384,3.777,A72,MD5
240512,3.55,A72,MD5
240640,3.815,A72,MD5
240768,3.771,A72,MD5
240896,3.595,A72,MD5
241024,3.811,A72,MD5
241152,3.794,A72,MD5
241280,3.572,A72,MD5
241408,3.776,A72,MD5
241536,3.799,A72,MD5
241664,3.93,A72,MD5
241792,3.845,A72,MD5
241920,3.571,A72,MD5
242048,3.872,A72,MD5
242176,3.841,A72,MD5
242304,3.577,A72,MD5
242432,3.82,A72,MD5
242560,3.855,A72,MD5
242688,3.612,A72,MD5
242816,3.819,A72,MD5
242944,3.811,A72,MD5
243072,3.611,A72,MD5
243200,3.808,A72,MD5
243328,3.815,A72,MD5
243456,3.615,A72,MD5
243584,3.869,A72,MD5
243712,3.797,A72,MD5
243840,3.61,A72,MD5
243968,3.876,A72,MD5
244096,3.844,A72,MD5
244224,3.65,A72,MD5
244352,3.884,A72,MD5
244480,3.845,A72,MD5
244608,3.625,A72,MD5
244736,3.882,A72,MD5
244864,3.855,A72,MD5
244992,3.639,A72,MD5
245120,3.904,A72,MD5
245248,3.874,A72,MD5
245376,3.638,A72,MD5
245504,3.924,A72,MD5
245632,3.857,A72,MD5
245760,4.009,A72,MD5
245888,3.945,A72,MD5
246016,3.649,A72,MD5
246144,3.927,A72,MD5
246272,3.879,A72,MD5
246400,3.683,A72,MD5
246528,3.939,A72,MD5
246656,3.87,A72,MD5
246784,3.679,A72,MD5
246912,3.894,A72,MD5
247040,3.896,A72,MD5
247168,3.694,A72,MD5
247296,3.937,A72,MD5
247424,3.889,A72,MD5
247552,3.692,A72,MD5
247680,3.951,A72,MD5
247808,3.885,A72,MD5
247936,3.681,A72,MD5
248064,3.945,A72,MD5
248192,3.914,A72,MD5
248320,3.682,A72,MD5
248448,3.978,A72,MD5
248576,3.924,A72,MD5
248704,3.695,A72,MD5
248832,3.953,A72,MD5
248960,3.919,A72,MD5
249088,3.717,A72,MD5
249216,3.968,A72,MD5
249344,3.923,A72,MD5
249472,3.71,A72,MD5
249600,3.966,A72,MD5
249728,3.914,A72,MD5
249856,4.115,A72,MD5
249984,4.068,A72,MD5
250112,3.724,A72,MD5
250240,4.014,A72,MD5
250368,3.967,A72,MD5
250496,3.71,A72,MD5
250624,3.96,A72,MD5
250752,3.947,A72,MD5
250880,3.748,A72,MD5
251008,3.988,A72,MD5
251136,3.962,A72,MD5
251264,3.752,A72,MD5
251392,3.983,A72,MD5
251520,3.963,A72,MD5
251648,3.733,A72,MD5
251776,4.002,A72,MD5
251904,3.978,A72,MD5
252032,3.731,A72,MD5
252160,3.979,A72,MD5
252288,3.972,A72,MD5
252416,3.744,A72,MD5
252544,3.997,A72,MD5
252672,4.001,A72,MD5
252800,3.767,A72,MD5
252928,4.08,A72,MD5
253056,4.013,A72,MD5
253184,3.77,A72,MD5
253312,4.12,A72,MD5
253440,4.13,A72,MD5
253568,3.826,A72,MD5
253696,4.045,A72,MD5
253824,4.003,A72,MD5
253952,4.123,A72,MD5
254080,4.133,A72,MD5
254208,3.777,A72,MD5
254336,4.052,A72,MD5
254464,4.084,A72,MD5
254592,3.789,A72,MD5
254720,4.08,A72,MD5
254848,4.005,A72,MD5
254976,3.798,A72,MD5
255104,4.034,A72,MD5
255232,4.018,A72,MD5
255360,3.793,A72,MD5
255488,4.089,A72,MD5
255616,4.031,A72,MD5
255744,3.794,A72,MD5
255872,4.049,A72,MD5
256000,4.003,A72,MD5
256128,3.828,A72,MD5
256256,4.054,A72,MD5
256384,4.058,A72,MD5
256512,3.793,A72,MD5
256640,4.092,A72,MD5
256768,4.049,A72,MD5
256896,3.81,A72,MD5
257024,4.067,A72,MD5
257152,4.071,A72,MD5
257280,3.825,A72,MD5
257408,4.083,A72,MD5
257536,4.06,A72,MD5
257664,3.819,A72,MD5
257792,4.113,A72,MD5
257920,4.068,A72,MD5
258048,4.187,A72,MD5
258176,4.16,A72,MD5
258304,3.842,A72,MD5
258432,4.108,A72,MD5
258560,4.099,A72,MD5
258688,3.837,A72,MD5
258816,4.133,A72,MD5
258944,4.118,A72,MD5
259072,3.859,A72,MD5
259200,4.102,A72,MD5
259328,4.087,A72,MD5
259456,3.842,A72,MD5
259584,4.114,A72,MD5
259712,4.088,A72,MD5
259840,3.858,A72,MD5
259968,4.101,A72,MD5
260096,4.116,A72,MD5
260224,3.864,A72,MD5
260352,4.168,A72,MD5
260480,4.095,A72,MD5
260608,3.87,A72,MD5
260736,4.151,A72,MD5
260864,4.132,A72,MD5
260992,3.877,A72,MD5
261120,4.13,A72,MD5
261248,4.124,A72,MD5
261376,3.879,A72,MD5
261504,4.158,A72,MD5
261632,4.129,A72,MD5
261760,3.877,A72,MD5
261888,4.18,A72,MD5
262016,4.158,A72,MD5
262144,4.285,A72,MD5
262272,4.191,A72,MD5
262400,3.898,A72,MD5
262528,4.161,A72,MD5
262656,4.151,A72,MD5
262784,3.887,A72,MD5
262912,4.185,A72,MD5
263040,4.149,A72,MD5
263168,3.916,A72,MD5
263296,4.206,A72,MD5
263424,4.172,A72,MD5
263552,3.916,A72,MD5
263680,4.217,A72,MD5
263808,4.186,A72,MD5
263936,3.921,A72,MD5
264064,4.175,A72,MD5
264192,4.172,A72,MD5
264320,3.924,A72,MD5
264448,4.199,A72,MD5
264576,4.206,A72,MD5
264704,3.934,A72,MD5
264832,4.2,A72,MD5
264960,4.204,A72,MD5
265088,3.94,A72,MD5
265216,4.257,A72,MD5
265344,4.177,A72,MD5
265472,3.934,A72,MD5
265600,4.212,A72,MD5
265728,4.207,A72,MD5
265856,3.937,A72,MD5
265984,4.236,A72,MD5
266112,4.171,A72,MD5
266240,4.337,A72,MD5
266368,4.3,A72,MD5
266496,3.969,A72,MD5
266624,4.224,A72,MD5
266752,4.2,A72,MD5
266880,3.963,A72,MD5
267008,4.255,A72,MD5
267136,4.251,A72,MD5
267264,3.962,A72,MD5
267392,4.237,A72,MD5
267520,4.221,A72,MD5
267648,3.981,A72,MD5
267776,4.302,A72,MD5
267904,4.253,A72,MD5
268032,3.97,A72,MD5
268160,4.259,A72,MD5
268288,4.25,A72,MD5
268416,3.987,A72,MD5
268544,4.257,A72,MD5
268672,4.236,A72,MD5
268800,3.989,A72,MD5
268928,4.264,A72,MD5
269056,4.235,A72,MD5
269184,4.012,A72,MD5
269312,4.278,A72,MD5
269440,4.241,A72,MD5
269568,4.021,A72,MD5
269696,4.283,A72,MD5
269824,4.266,A72,MD5
269952,4.004,A72,MD5
270080,4.32,A72,MD5
270208,4.255,A72,MD5
270336,4.367,A72,MD5
270464,4.368,A72,MD5
270592,4.017,A72,MD5
270720,4.308,A72,MD5
270848,4.252,A72,MD5
270976,4.02,A72,MD5
271104,4.295,A72,MD5
271232,4.276,A72,MD5
271360,4.026,A72,MD5
271488,4.312,A72,MD5
271616,4.302,A72,MD5
271744,4.045,A72,MD5
271872,4.318,A72,MD5
272000,4.3,A72,MD5
272128,4.065,A72,MD5
272256,4.32,A72,MD5
272384,4.274,A72,MD5
272512,4.043,A72,MD5
272640,4.309,A72,MD5
272768,4.31,A72,MD5
272896,4.063,A72,MD5
273024,4.358,A72,MD5
273152,4.305,A72,MD5
273280,4.056,A72,MD5
273408,4.328,A72,MD5
273536,4.32,A72,MD5
273664,4.07,A72,MD5
273792,4.362,A72,MD5
273920,4.308,A72,MD5
274048,4.115,A72,MD5
274176,4.35,A72,MD5
274304,4.336,A72,MD5
274432,4.473,A72,MD5
274560,4.42,A72,MD5
274688,4.072,A72,MD5
274816,4.369,A72,MD5
274944,4.337,A72,MD5
275072,4.084,A72,MD5
275200,4.321,A72,MD5
275328,4.333,A72,MD5
275456,4.123,A72,MD5
275584,4.371,A72,MD5
275712,4.352,A72,MD5
275840,4.116,A72,MD5
275968,4.282,A72,MD5
276096,4.36,A72,MD5
276224,4.094,A72,MD5
276352,4.377,A72,MD5
276480,4.377,A72,MD5
276608,4.103,A72,MD5
276736,4.398,A72,MD5
276864,4.384,A72,MD5
276992,4.12,A72,MD5
277120,4.407,A72,MD5
277248,4.4,A72,MD5
277376,4.122,A72,MD5
277504,4.402,A72,MD5
277632,4.382,A72,MD5
277760,4.126,A72,MD5
277888,4.417,A72,MD5
278016,4.429,A72,MD5
278144,4.133,A72,MD5
278272,4.431,A72,MD5
278400,4.414,A72,MD5
278528,4.531,A72,MD5
278656,4.482,A72,MD5
278784,4.144,A72,MD5
278912,4.434,A72,MD5
279040,4.399,A72,MD5
279168,4.137,A72,MD5
279296,4.424,A72,MD5
279424,4.427,A72,MD5
279552,4.156,A72,MD5
279680,4.404,A72,MD5
279808,4.422,A72,MD5
279936,4.159,A72,MD5
280064,4.458,A72,MD5
280192,4.423,A72,MD5
280320,4.164,A72,MD5
280448,4.454,A72,MD5
280576,4.42,A72,MD5
280704,4.165,A72,MD5
280832,4.486,A72,MD5
280960,4.467,A72,MD5
281088,4.171,A72,MD5
281216,4.526,A72,MD5
281344,4.45,A72,MD5
281472,4.168,A72,MD5
281600,4.466,A72,MD5
281728,4.432,A72,MD5
281856,4.189,A72,MD5
281984,4.495,A72,MD5
282112,4.447,A72,MD5
282240,4.193,A72,MD5
282368,4.446,A72,MD5
282496,4.451,A72,MD5
282624,4.561,A72,MD5
282752,4.569,A72,MD5
282880,4.204,A72,MD5
283008,4.495,A72,MD5
283136,4.477,A72,MD5
283264,4.205,A72,MD5
283392,4.506,A72,MD5
283520,4.477,A72,MD5
283648,4.206,A72,MD5
283776,4.524,A72,MD5
283904,4.48,A72,MD5
284032,4.203,A72,MD5
284160,4.484,A72,MD5
284288,4.486,A72,MD5
284416,4.227,A72,MD5
284544,4.501,A72,MD5
284672,4.492,A72,MD5
284800,4.244,A72,MD5
284928,4.5,A72,MD5
285056,4.533,A72,MD5
285184,4.238,A72,MD5
285312,4.543,A72,MD5
285440,4.531,A72,MD5
285568,4.219,A72,MD5
285696,4.519,A72,MD5
285824,4.517,A72,MD5
285952,4.254,A72,MD5
286080,4.536,A72,MD5
286208,4.524,A72,MD5
286336,4.249,A72,MD5
286464,4.526,A72,MD5
286592,4.489,A72,MD5
286720,4.615,A72,MD5
286848,4.65,A72,MD5
286976,4.258,A72,MD5
287104,4.569,A72,MD5
287232,4.587,A72,MD5
287360,4.24,A72,MD5
287488,4.57,A72,MD5
287616,4.532,A72,MD5
287744,4.268,A72,MD5
287872,4.584,A72,MD5
288000,4.558,A72,MD5
288128,4.283,A72,MD5
288256,4.583,A72,MD5
288384,4.551,A72,MD5
288512,4.273,A72,MD5
288640,4.595,A72,MD5
288768,4.554,A72,MD5
288896,4.274,A72,MD5
289024,4.572,A72,MD5
289152,4.624,A72,MD5
289280,4.273,A72,MD5
289408,4.611,A72,MD5
289536,4.574,A72,MD5
289664,4.327,A72,MD5
289792,4.592,A72,MD5
289920,4.582,A72,MD5
290048,4.307,A72,MD5
290176,4.562,A72,MD5
290304,4.623,A72,MD5
290432,4.304,A72,MD5
290560,4.623,A72,MD5
290688,4.574,A72,MD5
290816,4.715,A72,MD5
290944,4.672,A72,MD5
291072,4.316,A72,MD5
291200,4.647,A72,MD5
291328,4.65,A72,MD5
291456,4.322,A72,MD5
291584,4.626,A72,MD5
291712,4.616,A72,MD5
291840,4.337,A72,MD5
291968,4.611,A72,MD5
292096,4.65,A72,MD5
292224,4.348,A72,MD5
292352,4.664,A72,MD5
292480,4.658,A72,MD5
292608,4.333,A72,MD5
292736,4.649,A72,MD5
292864,4.634,A72,MD5
292992,4.345,A72,MD5
293120,4.636,A72,MD5
293248,4.646,A72,MD5
293376,4.373,A72,MD5
293504,4.641,A72,MD5
293632,4.624,A72,MD5
293760,4.362,A72,MD5
293888,4.646,A72,MD5
294016,4.649,A72,MD5
294144,4.373,A72,MD5
294272,4.624,A72,MD5
294400,4.673,A72,MD5
294528,4.378,A72,MD5
294656,4.674,A72,MD5
294784,4.657,A72,MD5
294912,4.771,A72,MD5
295040,4.744,A72,MD5
295168,4.39,A72,MD5
295296,4.746,A72,MD5
295424,4.711,A72,MD5
295552,4.391,A72,MD5
295680,4.699,A72,MD5
295808,4.654,A72,MD5
295936,4.419,A72,MD5
296064,4.7,A72,MD5
296192,4.68,A72,MD5
296320,4.406,A72,MD5
296448,4.729,A72,MD5
296576,4.674,A72,MD5
296704,4.398,A72,MD5
296832,4.708,A72,MD5
296960,4.702,A72,MD5
297088,4.412,A72,MD5
297216,4.744,A72,MD5
297344,4.701,A72,MD5
297472,4.428,A72,MD5
297600,4.724,A72,MD5
297728,4.718,A72,MD5
297856,4.42,A72,MD5
297984,4.708,A72,MD5
298112,4.718,A72,MD5
298240,4.43,A72,MD5
298368,4.771,A72,MD5
298496,4.745,A72,MD5
298624,4.436,A72,MD5
298752,4.759,A72,MD5
298880,4.738,A72,MD5
299008,4.839,A72,MD5
299136,4.812,A72,MD5
299264,4.448,A72,MD5
299392,4.737,A72,MD5
299520,4.76,A72,MD5
299648,4.444,A72,MD5
299776,4.78,A72,MD5
299904,4.732,A72,MD5
300032,4.458,A72,MD5
300160,4.784,A72,MD5
300288,4.749,A72,MD5
300416,4.456,A72,MD5
300544,4.794,A72,MD5
300672,4.762,A72,MD5
300800,4.466,A72,MD5
300928,4.795,A72,MD5
301056,4.784,A72,MD5
301184,4.47,A72,MD5
301312,4.815,A72,MD5
301440,4.811,A72,MD5
301568,4.464,A72,MD5
301696,4.757,A72,MD5
301824,4.796,A72,MD5
301952,4.516,A72,MD5
302080,4.797,A72,MD5
302208,4.766,A72,MD5
302336,4.474,A72,MD5
302464,4.784,A72,MD5
302592,4.799,A72,MD5
302720,4.484,A72,MD5
302848,4.859,A72,MD5
302976,4.773,A72,MD5
303104,4.921,A72,MD5
303232,4.872,A72,MD5
303360,4.505,A72,MD5
303488,4.844,A72,MD5
303616,4.853,A72,MD5
303744,4.491,A72,MD5
303872,4.834,A72,MD5
304000,4.805,A72,MD5
304128,4.53,A72,MD5
304256,4.812,A72,MD5
304384,4.847,A72,MD5
304512,4.525,A72,MD5
304640,4.835,A72,MD5
304768,4.832,A72,MD5
304896,4.542,A72,MD5
305024,4.876,A72,MD5
305152,4.819,A72,MD5
305280,4.512,A72,MD5
305408,4.851,A72,MD5
305536,4.835,A72,MD5
305664,4.562,A72,MD5
305792,4.905,A72,MD5
305920,4.729,A72,MD5
306048,4.55,A72,MD5
306176,4.851,A72,MD5
306304,4.864,A72,MD5
306432,4.577,A72,MD5
306560,4.904,A72,MD5
306688,4.866,A72,MD5
306816,4.574,A72,MD5
306944,4.872,A72,MD5
307072,4.91,A72,MD5
307200,5.037,A72,MD5
307328,4.954,A72,MD5
307456,4.575,A72,MD5
307584,4.888,A72,MD5
307712,4.877,A72,MD5
307840,4.576,A72,MD5
307968,4.893,A72,MD5
308096,4.882,A72,MD5
308224,4.57,A72,MD5
308352,4.869,A72,MD5
308480,4.891,A72,MD5
308608,4.583,A72,MD5
308736,4.91,A72,MD5
308864,4.922,A72,MD5
308992,4.593,A72,MD5
309120,4.91,A72,MD5
309248,4.899,A72,MD5
309376,4.591,A72,MD5
309504,4.94,A72,MD5
309632,4.923,A72,MD5
309760,4.599,A72,MD5
309888,4.898,A72,MD5
310016,4.911,A72,MD5
310144,4.607,A72,MD5
310272,4.919,A72,MD5
310400,4.954,A72,MD5
310528,4.663,A72,MD5
310656,4.931,A72,MD5
310784,4.938,A72,MD5
310912,4.62,A72,MD5
311040,4.918,A72,MD5
311168,4.932,A72,MD5
311296,5.056,A72,MD5
311424,5.041,A72,MD5
311552,4.644,A72,MD5
311680,4.925,A72,MD5
311808,4.938,A72,MD5
311936,4.618,A72,MD5
312064,4.925,A72,MD5
312192,4.902,A72,MD5
312320,4.621,A72,MD5
312448,4.961,A72,MD5
312576,4.957,A72,MD5
312704,4.653,A72,MD5
312832,4.951,A72,MD5
312960,4.986,A72,MD5
313088,4.644,A72,MD5
313216,4.957,A72,MD5
313344,4.997,A72,MD5
313472,4.672,A72,MD5
313600,4.968,A72,MD5
313728,5.011,A72,MD5
313856,4.682,A72,MD5
313984,5.074,A72,MD5
314112,5.022,A72,MD5
314240,4.673,A72,MD5
314368,4.98,A72,MD5
314496,5.048,A72,MD5
314624,4.685,A72,MD5
314752,5.041,A72,MD5
314880,4.975,A72,MD5
315008,4.748,A72,MD5
315136,4.905,A72,MD5
315264,5.012,A72,MD5
315392,5.209,A72,MD5
315520,5.108,A72,MD5
315648,4.691,A72,MD5
315776,4.863,A72,MD5
315904,5.048,A72,MD5
316032,4.716,A72,MD5
316160,5.045,A72,MD5
316288,4.998,A72,MD5
316416,4.711,A72,MD5
316544,5.025,A72,MD5
316672,5.018,A72,MD5
316800,4.727,A72,MD5
316928,5.05,A72,MD5
317056,5.032,A72,MD5
317184,4.717,A72,MD5
317312,5.046,A72,MD5
317440,5.014,A72,MD5
317568,4.727,A72,MD5
317696,5.057,A72,MD5
317824,5.031,A72,MD5
317952,4.723,A72,MD5
318080,5.046,A72,MD5
318208,5.066,A72,MD5
318336,4.723,A72,MD5
318464,5.048,A72,MD5
318592,5.065,A72,MD5
318720,4.757,A72,MD5
318848,5.048,A72,MD5
318976,5.058,A72,MD5
319104,4.731,A72,MD5
319232,5.047,A72,MD5
319360,5.068,A72,MD5
319488,5.198,A72,MD5
319616,5.147,A72,MD5
319744,4.725,A72,MD5
319872,5.078,A72,MD5
320000,5.084,A72,MD5
320128,4.745,A72,MD5
320256,5.124,A72,MD5
320384,5.112,A72,MD5
320512,4.778,A72,MD5
320640,5.106,A72,MD5
320768,5.102,A72,MD5
320896,4.772,A72,MD5
321024,5.096,A72,MD5
321152,5.084,A72,MD5
321280,4.769,A72,MD5
321408,5.11,A72,MD5
321536,5.105,A72,MD5
321664,4.773,A72,MD5
321792,5.096,A72,MD5
321920,5.102,A72,MD5
322048,4.793,A72,MD5
322176,5.104,A72,MD5
322304,5.121,A72,MD5
322432,4.82,A72,MD5
322560,5.111,A72,MD5
322688,5.106,A72,MD5
322816,4.79,A72,MD5
322944,5.125,A72,MD5
323072,5.102,A72,MD5
323200,4.811,A72,MD5
323328,5.187,A72,MD5
323456,5.144,A72,MD5
323584,5.235,A72,MD5
323712,5.197,A72,MD5
323840,4.816,A72,MD5
323968,5.15,A72,MD5
324096,5.109,A72,MD5
324224,4.825,A72,MD5
324352,5.167,A72,MD5
324480,5.138,A72,MD5
324608,4.832,A72,MD5
324736,5.137,A72,MD5
324864,5.172,A72,MD5
324992,4.831,A72,MD5
325120,5.149,A72,MD5
325248,5.178,A72,MD5
325376,4.831,A72,MD5
325504,5.158,A72,MD5
325632,5.148,A72,MD5
325760,4.832,A72,MD5
325888,5.148,A72,MD5
326016,5.164,A72,MD5
326144,4.846,A72,MD5
326272,5.174,A72,MD5
326400,5.17,A72,MD5
326528,4.878,A72,MD5
326656,5.16,A72,MD5
326784,5.18,A72,MD5
326912,4.886,A72,MD5
327040,5.203,A72,MD5
327168,5.2,A72,MD5
327296,4.868,A72,MD5
327424,5.18,A72,MD5
327552,5.219,A72,MD5
327680,5.342,A72,MD5
327808,5.258,A72,MD5
327936,4.854,A72,MD5
328064,5.191,A72,MD5
328192,5.169,A72,MD5
328320,4.874,A72,MD5
328448,5.229,A72,MD5
328576,5.193,A72,MD5
328704,4.865,A72,MD5
328832,5.192,A72,MD5
328960,5.183,A72,MD5
329088,4.867,A72,MD5
329216,5.225,A72,MD5
329344,5.215,A72,MD5
329472,4.886,A72,MD5
329600,5.194,A72,MD5
329728,5.252,A72,MD5
329856,4.913,A72,MD5
329984,5.233,A72,MD5
330112,5.243,A72,MD5
330240,4.899,A72,MD5
330368,5.248,A72,MD5
330496,5.251,A72,MD5
330624,4.923,A72,MD5
330752,5.214,A72,MD5
330880,5.238,A72,MD5
331008,4.9,A72,MD5
331136,5.253,A72,MD5
331264,5.298,A72,MD5
331392,4.973,A72,MD5
331520,5.342,A72,MD5
331648,5.246,A72,MD5
331776,5.353,A72,MD5
331904,5.323,A72,MD5
332032,4.951,A72,MD5
332160,5.289,A72,MD5
332288,5.272,A72,MD5
332416,4.94,A72,MD5
332544,5.29,A72,MD5
332672,5.261,A72,MD5
332800,4.942,A72,MD5
332928,5.289,A72,MD5
333056,5.296,A72,MD5
333184,4.98,A72,MD5
333312,5.299,A72,MD5
333440,5.272,A72,MD5
333568,4.956,A72,MD5
333696,5.26,A72,MD5
333824,5.283,A72,MD5
333952,4.962,A72,MD5
334080,5.277,A72,MD5
334208,5.259,A72,MD5
334336,4.956,A72,MD5
334464,5.321,A72,MD5
334592,5.317,A72,MD5
334720,4.986,A72,MD5
334848,5.313,A72,MD5
334976,5.329,A72,MD5
335104,5.005,A72,MD5
335232,5.274,A72,MD5
335360,5.299,A72,MD5
335488,4.954,A72,MD5
335616,5.293,A72,MD5
335744,5.309,A72,MD5
335872,5.49,A72,MD5
336000,5.481,A72,MD5
336128,5.026,A72,MD5
336256,5.4,A72,MD5
336384,5.392,A72,MD5
336512,4.979,A72,MD5
336640,5.374,A72,MD5
336768,5.359,A72,MD5
336896,5,A72,MD5
337024,5.355,A72,MD5
337152,5.369,A72,MD5
337280,5.055,A72,MD5
337408,5.394,A72,MD5
337536,5.368,A72,MD5
337664,5.03,A72,MD5
337792,5.345,A72,MD5
337920,5.35,A72,MD5
338048,5.01,A72,MD5
338176,5.344,A72,MD5
338304,5.373,A72,MD5
338432,5.009,A72,MD5
338560,5.365,A72,MD5
338688,5.351,A72,MD5
338816,5.031,A72,MD5
338944,5.369,A72,MD5
339072,5.371,A72,MD5
339200,5.015,A72,MD5
339328,5.387,A72,MD5
339456,5.397,A72,MD5
339584,5.059,A72,MD5
339712,5.397,A72,MD5
339840,5.39,A72,MD5
339968,5.516,A72,MD5
340096,5.463,A72,MD5
340224,5.081,A72,MD5
340352,5.444,A72,MD5
340480,5.429,A72,MD5
340608,5.075,A72,MD5
340736,5.431,A72,MD5
340864,5.415,A72,MD5
340992,5.09,A72,MD5
341120,5.385,A72,MD5
341248,5.388,A72,MD5
341376,5.082,A72,MD5
341504,5.435,A72,MD5
341632,5.402,A72,MD5
341760,5.081,A72,MD5
341888,5.416,A72,MD5
342016,5.387,A72,MD5
342144,5.089,A72,MD5
342272,5.442,A72,MD5
342400,5.418,A72,MD5
342528,5.083,A72,MD5
342656,5.408,A72,MD5
342784,5.415,A72,MD5
342912,5.101,A72,MD5
343040,5.433,A72,MD5
343168,5.457,A72,MD5
343296,5.099,A72,MD5
343424,5.502,A72,MD5
343552,5.466,A72,MD5
343680,5.114,A72,MD5
343808,5.436,A72,MD5
343936,5.464,A72,MD5
344064,5.559,A72,MD5
344192,5.551,A72,MD5
344320,5.123,A72,MD5
344448,5.465,A72,MD5
344576,5.491,A72,MD5
344704,5.126,A72,MD5
344832,5.502,A72,MD5
344960,5.482,A72,MD5
345088,5.137,A72,MD5
345216,5.455,A72,MD5
345344,5.509,A72,MD5
345472,5.144,A72,MD5
345600,5.494,A72,MD5
345728,5.501,A72,MD5
345856,5.139,A72,MD5
345984,5.497,A72,MD5
346112,5.51,A72,MD5
346240,5.142,A72,MD5
346368,5.462,A72,MD5
346496,5.496,A72,MD5
346624,5.189,A72,MD5
346752,5.471,A72,MD5
346880,5.522,A72,MD5
347008,5.167,A72,MD5
347136,5.469,A72,MD5
347264,5.505,A72,MD5
347392,5.154,A72,MD5
347520,5.515,A72,MD5
347648,5.501,A72,MD5
347776,5.18,A72,MD5
347904,5.538,A72,MD5
348032,5.517,A72,MD5
348160,5.613,A72,MD5
348288,5.576,A72,MD5
348416,5.172,A72,MD5
348544,5.54,A72,MD5
348672,5.537,A72,MD5
348800,5.172,A72,MD5
348928,5.548,A72,MD5
349056,5.524,A72,MD5
349184,5.195,A72,MD5
349312,5.563,A72,MD5
349440,5.575,A72,MD5
349568,5.201,A72,MD5
349696,5.566,A72,MD5
349824,5.535,A72,MD5
349952,5.228,A72,MD5
350080,5.589,A72,MD5
350208,5.547,A72,MD5
350336,5.207,A72,MD5
350464,5.615,A72,MD5
350592,5.596,A72,MD5
350720,5.238,A72,MD5
350848,5.574,A72,MD5
350976,5.557,A72,MD5
351104,5.215,A72,MD5
