18,1.821825
18,1.879785
18,2.233900
18,1.819645
18,1.836755
18,1.858410
36,9.272000
36,14.884130
36,9.226955
36,9.100220
36,9.070380
36,9.381010
54,19.016270
54,21.803170
54,19.735835
54,18.754215
54,20.198835
54,20.562900
72,34.988835
72,33.371805
72,33.171275
72,32.468695
72,33.931370
72,32.512505
90,52.475285
90,50.841445
90,52.675350
90,53.652530
90,51.181530
90,50.706915
108,81.439325
108,75.719685
108,72.947950
108,73.781855
108,73.368310
108,74.034465
126,96.934375
126,98.647235
126,107.670985
126,101.257270
126,97.768435
126,97.584240
144,124.886685
144,136.217595
144,129.695370
144,126.374300
144,125.600125
144,128.103240
162,160.369555
162,160.097560
162,158.258390
162,158.630700
162,155.927295
162,151.505320
180,206.764835
180,190.644515
180,194.277190
180,193.000505
180,191.292920
180,199.267235
198,236.291415
198,237.843060
198,243.118210
198,256.459325
198,237.667510
198,227.938370
216,282.709095
216,278.569380
216,276.035005
216,285.070890
216,279.779570
216,274.141150
234,368.164115
234,335.866685
234,326.280345
234,352.336370
234,333.260650
234,354.426495
252,409.745715
252,389.106320
252,378.915855
252,377.999360
252,382.051475
252,376.754050
270,441.090450
270,441.455205
270,455.311755
270,436.721835
270,431.522360
270,433.951735
288,525.754070
288,522.243235
288,534.058450
288,511.781310
288,505.523475
288,503.223255
306,574.051395
306,576.677665
306,571.163940
306,568.554365
306,561.599985
306,576.413745
324,654.552750
324,695.087735
324,697.133090
324,688.826590
324,675.592180
324,638.924535
342,752.331785
342,722.550095
342,716.866470
342,729.163555
342,716.073505
342,711.036120
360,789.231420
360,795.630070
360,804.071685
360,785.656735
360,793.724435
360,791.113600
378,927.015695
378,936.121145
378,882.088470
378,893.144010
378,878.516565
378,908.210245
396,1017.600840
396,984.073945
396,984.518250
396,982.845790
396,964.491750
396,990.151605
414,1143.033240
414,1110.030660
414,1169.883795
414,1181.001400
414,1107.301910
414,1117.807995
432,1193.395695
432,1221.479340
432,1211.633030
432,1199.384750
432,1205.332670
432,1181.660505
450,1301.163335
450,1386.751535
450,1343.802020
450,1355.789505
450,1321.299770
450,1338.084015
468,1435.012205
468,1389.357855
468,1459.951210
468,1510.098385
468,1473.012635
468,1500.863885

